"firmhash","firm","url","ranking","industry","sector","revenue_in_millions","profits_in_millions","market_value_in_millions","n_employees","reputation_score_2020","reputation_score_2019","reputation_score_growth","n_sentence","number_of_words","number_of_unique_words","ambiquity_score","gunning_fog_index","n_data_breaches","last_available_year","date_of_incorporation","stock_turnover","age_in_years","return_on_assets","number_of_reviews","rating_overall_employer","values_culture","diversity_inclusion","work_balance_life","management_senior","compensation_benefits","opportunities_career","female_male","number_of_shareholder_proposals","privacy_exists_policy","of_a_existence_report_transparency","option_contact","legislation_complied_with","third_party_sharing","protection_of_data_a_existence_officer","type_iso","privacy_url_policy"
30712181,"Parker-Hannifin","https://www.parker.com",224,"Industrial Machinery","Industrials",14320.3,1512.4,16652.5,55610,"","","",53.0,2024.0,546.0,0.0335968379,28.2794242673,0,2020.0,"1938-12-30",7.55,82.5,0.063312,1900,3.5,3.2,3.2,3.2,2.8,3.5,3.2,"1","",1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.parker.com/portal/site/PARKER/menuitem.4450f18f18c082cdfd40eae8237ad1ca/?vgnextoid=760b904cf58b2110VgnVCM100000c9040d0aRCRD"
50861209,"Biogen","https://www.biogen.com",223,"Pharmaceuticals","Health Care",14377.9,5888.5,55070.4,7400,"","","",209.0,4827.0,1073.0,0.0358400663,22.4970303605,0,2020.0,"1997-04-01",12.58,24.1,0.112223,1300,4.3,4.2,4.5,4.0,3.7,4.4,3.9,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.biogen.com/en_us/privacy-policy.html"
4584516,"Texas Instruments","https://www.ti.com",222,"Semiconductors","Technology",14461.0,5595.0,159107.0,29768,"6.70","6.46",0.03715170278637774,50.0,1740.0,550.0,0.0304597701,27.1154022989,0,2020.0,"1938-12-23",7.4,82.5,0.198192,3400,4.2,4.1,4.2,3.8,3.7,4.0,3.9,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.ti.com/legal/terms-conditions/privacy-policy/north-america.html"
17231888,"Freeport-McMoRan","https://fcx.com",221,"Mining, Crude-Oil Production","Energy",14198.0,599.0,44996.0,27500,"","","",76.0,2254.0,651.0,0.0385980479,25.5100079391,0,2020.0,"1987-11-10",3.65,33.5,0.035155,750,4.0,3.7,3.6,3.4,3.3,4.3,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://fcx.com/freeport-mcmoran-online-privacy-notice"
73624301,"Stanley Black & Decker","https://www.stanleyblackanddecker.com",220,"Home Equipment, Furnishings","Household Products",14535.0,1234.0,28209.0,53000,"7.25","6.47",0.12055641421947454,206.0,6030.0,1141.0,0.0378109453,23.8016068525,1,2020.0,"1901-06-04",5.31,120.2,0.055484,1700,3.7,3.4,3.8,3.4,3.2,3.5,3.5,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.stanleyblackanddecker.com/privacy-policy/global-privacy-policy"
2313883,"BlackRock","https://www.blackrock.com",219,"Securities and Asset Management","Financials",16205.0,4932.0,113810.0,16600,"7.71","7.97",-0.03262233375156835,139.0,4297.0,989.0,0.0360716779,24.1597427015,0,2020.0,"1988-01-01",23.35,33.4,0.020724,3300,4.1,4.2,4.2,3.8,4.0,3.7,4.0,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.blackrock.com/cash/en-gb/account-resources/ics-privacy-notice"
1132045,"Applied Materials","https://www.appliedmaterials.com",218,"Semiconductors","Technology",17202.0,3619.0,98603.0,24000,"6.66","6.74",-0.011869436201780426,85.0,1865.0,514.0,0.0337801609,22.1598486043,0,2020.0,"1987-03-18",4.41,34.2,0.14142,2100,4.0,3.7,4.1,3.4,3.4,3.7,3.8,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.appliedmaterials.com/privacy"
83409422,"Truist Financial","https://www.truist.com",217,"Superregional Banks","Financials",24427.0,4482.0,69604.0,55000,"6.50","","",93.0,2170.0,568.0,0.0331797235,19.7112135177,0,2020.0,"1969-01-01",36.0,52.4,0.009145,337,3.7,3.8,4.0,3.6,3.4,3.6,3.3,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.bbt.com/privacy-security.html"
15422413,"Estée Lauder","https://www.elcompanies.com",215,"Soaps and Cosmetics","Household Products",13961.0,612.0,92289.0,48000,"","","",84.0,2452.0,636.0,0.0314029364,24.5146896605,1,"","","","",0.071472,2500,4.1,4.2,4.0,3.7,3.6,3.9,3.8,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.elcompanies.com/en/privacy-policy"
93682208,"Stryker","https://www.stryker.com",214,"Medical Products and Equipment","Health Care",14351.0,1599.0,92148.0,40000,"6.44","6.16",0.04545454545454549,45.0,1629.0,595.0,0.0319214242,29.1147452425,0,2020.0,"1946-02-20",4.11,75.4,0.057037,3500,4.3,4.2,4.1,3.7,3.8,4.1,4.1,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.stryker.com/us/en/legal/privacy.html"
49336259,"Loews","https://www.loews.com",212,"Insurance: Property and Casualty (Stock)","Financials",14931.0,932.0,10023.0,18605,"","","",195.0,6181.0,1268.0,0.0365636628,26.2625368893,0,2019.0,"1954-01-01",84.6,67.5,-0.00133,41,3.4,3.3,2.0,4.0,3.0,4.1,3.1,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.cna.com/web/guest/cna/privacy/privacy-policy"
70309399,"Omnicom Group","https://www.omnicomgroup.com",211,"Advertising, marketing","Business Services",14953.7,1339.1,11906.0,70000,"","","",105.0,3353.0,823.0,0.028929317,27.1723789641,0,2020.0,"1944-11-17",12.58,76.6,0.039816,185,4.2,3.7,4.1,3.2,3.4,3.5,3.5,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.omnicomgroup.com/privacy-notice/"
13833149,"Booking Holdings","https://www.bookingholdings.com",210,"Internet Services and Retailing","Technology",8897.0,1395.0,88465.0,26400,"6.22","7.98",-0.22055137844611536,83.0,1968.0,558.0,0.0365853659,21.0493779998,0,2020.0,"1998-07-30",14.84,22.8,0.016752,4700,3.8,4.1,4.6,3.6,3.3,3.7,3.1,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.bookingholdings.com/privacy-policy/"
44690539,"C.H. Robinson Worldwide","https://www.chrobinson.com",208,"Trucking, Transportation, Logistics","Transportation",16207.0,506.0,13432.0,14888,"6.36","6.21",0.024154589371980735,104.0,3475.0,907.0,0.0376978417,26.9596292197,0,2020.0,"1997-08-11",9.85,23.7,0.086004,2000,3.6,3.7,3.8,3.7,3.3,3.4,3.1,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.chrobinson.com/en-us/privacy-notice/"
40335925,"Waste Management","https://www.wm.com",207,"Diversified Outsourcing Services","Business Services",14997.0,1505.0,48621.0,44900,"5.61","6.13",-0.08482871125611739,111.0,2413.0,631.0,0.0406133444,19.9843475469,0,2020.0,"1995-04-28",122.73,26.0,0.057542,2200,3.5,3.2,3.4,3.2,3.0,3.6,3.1,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.wm.com/us/en/privacy"
45407176,"Nordstrom","https://shop.nordstrom.com",205,"General Merchandisers","Retailing",11607.0,531.0,5658.0,75000,"6.46","7.71",-0.1621271076523995,128.0,3914.0,706.0,0.027593255,24.648214742,2,2020.0,"1946-09-28",5.75,74.8,-0.053307,17000,3.7,3.8,4.0,3.3,3.2,3.6,3.4,"1",1.0,1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.nordstrom.com/browse/customer-service/policy/privacy"
83800849,"American Electric Power","https://www.aep.com",204,"Electric and Gas Utilities","Energy",14924.0,1919.0,40084.0,17408,"6.59","5.91",0.11505922165820638,72.0,1879.0,520.0,0.0361894625,23.4032316244,0,2020.0,"1906-12-20",11.39,114.6,0.02479,510,3.8,3.6,4.0,3.7,3.1,4.0,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://aep.com/privacy"
16065958,"Colgate-Palmolive","https://www.colgatepalmolive.com",203,"Soaps and Cosmetics","Household Products",16471.0,2695.0,68745.0,34300,"6.96","7.16",-0.02793296089385477,131.0,4421.0,914.0,0.0341551685,25.3246155148,0,2020.0,"1923-07-25",9.85,98.0,0.153009,2100,3.9,3.8,3.8,3.3,3.3,3.8,3.6,"1",2.0,1,0.0,0.0,"standard",1.0,0.0,0.0,"https://www.colgatepalmolive.com/en-us/legal-privacy-policy"
82435358,"Ross Stores","https://www.rossstores.com",202,"Specialty Retailers: Apparel","Retailing",16039.1,1660.9,30952.3,92500,"","","",139.0,3924.0,867.0,0.0326197757,22.8415256785,1,2019.0,"1989-03-29",9.85,32.1,0.010746,6200,3.4,3.3,3.8,3.2,3.0,3.1,3.2,"0",1.0,1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.rossstores.com/privacy-policy/"
72507226,"Principal Financial","https://www.principal.com",201,"Insurance: Life and Health","Financials",14742.0,1396.0,14748.0,17601,"","","",178.0,3756.0,885.0,0.0298189563,20.740768927,2,2012.0,"1879-01-01",10.44,142.7,0.006848,1200,4.1,4.1,4.1,4.0,3.8,3.8,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.principal.com/privacy-policies"
97338549,"Aramark","https://www.aramark.com",200,"Diversified Outsourcing Services","Business Services",12830.0,462.0,9236.0,209325,"5.71","","",180.0,4414.0,903.0,0.0432714092,21.308662337,1,2020.0,"2006-05-12",29.39,15.0,-0.017129,7400,3.3,3.0,3.6,3.2,2.8,3.1,3.2,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.aramark.com/other/privacy-policy"
85529201,"Gap","https://www.gapinc.com",199,"Specialty Retailers: Apparel","Retailing",16383.0,351.0,2614.0,129000,"","","",224.0,6530.0,1403.0,0.0306278714,24.4692900897,1,2020.0,"1988-04-15",5.63,33.1,-0.022041,6700,3.7,3.8,4.1,3.5,3.3,3.3,3.3,"1","",1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.gapinc.com/en-gb/careers/careers-privacy-policy"
44689828,"Western Digital","https://www.westerndigital.com",198,"Computers","Technology",16618.0,34.0,15766.0,63800,"","","",1895.0,41050.0,8632.0,0.0027527406,23.2656384678,0,2020.0,"2000-10-26",5.45,20.5,0.014782,2300,3.4,3.4,3.6,3.6,3.0,3.2,3.1,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.westerndigital.com/legal/privacy-statement"
74910338,"Dominion Energy","https://www.dominionenergy.com",197,"Electric and Gas Utilities","Energy",16717.0,74.0,58397.0,19100,"6.63","6.42",0.03271028037383177,89.0,2561.0,767.0,0.0370948848,26.6448253623,1,2020.0,"1983-02-18",9.14,38.3,0.022524,525,4.0,4.0,3.9,3.8,3.6,3.9,3.8,"1",4.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.dominionenergy.com/privacy"
52256752,"XPO Logistics","https://www.xpo.com",196,"Trucking, Transportation, Logistics","Transportation",15723.0,92.0,11447.0,100000,"6.69","6.64",0.007530120481927818,101.0,3445.0,759.0,0.0374455733,25.9860897556,1,2020.0,"2000-05-08",9.85,21.0,0.021866,3900,3.6,3.5,4.0,3.2,3.3,3.7,3.6,"1",4.0,1,0.0,0.0,"standard",1.0,1.0,1.0,"https://www.xpo.com/privacy-policy/"
47955590,"Marsh & McLennan","https://www.mmc.com",195,"Diversified Financials","Financials",16652.0,1742.0,43567.0,76000,"","","",83.0,2084.0,624.0,0.0335892514,21.4253312675,0,2020.0,"1969-03-17",10.74,52.2,0.07115,1400,4.1,4.2,4.5,3.9,3.8,4.0,3.9,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.mmc.com/privacy-statement.html"
63926746,"Cognizant Technology Solutions","https://www.cognizant.com",194,"Information Technology Services","Technology",16783.0,1842.0,25495.2,292500,"6.04","5.93",0.018549747048903935,96.0,2748.0,719.0,0.0349344978,25.2782387191,0,2020.0,"1988-04-06",9.13,33.1,0.089994,52000,3.5,3.3,3.5,3.2,2.9,3.2,3.4,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.cognizant.com/privacy-notice"
60090966,"Molina Healthcare","https://www.molinahealthcare.com",193,"Health Care: Insurance and Managed Care","Health Care",16829.0,737.0,8500.8,10000,"","","",182.0,4502.0,1056.0,0.0231008441,23.390729395,10,2020.0,"1980-01-01",84.6,41.4,0.074453,1400,3.4,3.5,3.9,3.4,3.0,3.5,3.3,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.molinahealthcare.com/members/common/en-us/terms_privacy.aspx"
20127012,"Mastercard","https://www.mastercard.com",191,"Consumer Credit Card and Related Services","Business Services",15031.0,6411.0,333881.0,18600,"7.56","7.39",0.0230040595399188,237.0,6688.0,1045.0,0.0336423445,25.3128833303,0,2020.0,"1966-01-01",8.96,55.4,0.162408,3000,4.4,4.5,4.4,4.3,4.1,4.5,4.2,"1",2.0,1,1.0,1.0,"standard",1.0,1.0,1.0,"https://mea.mastercard.com/en-region-mea/about-mastercard/what-we-do/privacy.html"
91013737,"Salesforce","https://www.salesforce.com",190,"Computer Software","Technology",20286.0,3557.0,204547.0,54557,"7.53","7.79",-0.03337612323491653,27.0,1251.0,430.0,0.0175859313,32.9537969624,0,2020.0,"1999-02-03",3.82,22.3,0.004683,8700,4.4,4.5,4.4,4.2,4.2,4.5,4.3,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.salesforce.com/company/privacy/"
69027748,"PG&E","https://www.pgecorp.com",189,"Utilities: Gas and Electric","Energy",17129.0,7656.0,4762.8,23000,"","","",192.0,5670.0,1118.0,0.0261022928,26.0488315697,0,2020.0,"1995-11-17",29.41,25.5,0.017078,1600,4.0,3.7,4.3,3.8,3.3,4.3,4.0,"0",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.pge.com/en_US/about-pge/company-information/privacy-policy/privacy-policy/privacy-policy.page"
7350014,"Lincoln National","https://www.lfg.com",188,"Insurance: Life, Health (stock)","Financials",17258.0,886.0,5142.2,11357,"","","",166.0,3742.0,851.0,0.0264564404,21.202864263,2,2020.0,"1905-01-01",12.58,116.6,0.001418,1200,3.8,3.8,4.3,3.7,3.5,3.8,3.5,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.lfg.com/public/privacy/onlineprivacypolicy"
44037196,"BD","https://www.bd.com",187,"Medical Products and Equipment","Health Care",17290.0,1233.0,65554.0,70093,"","","",179.0,5617.0,1402.0,0.0309773901,26.2532193272,0,"","","","",0.016181589,2900,3.8,3.6,4.0,3.5,3.2,3.8,3.5,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.bd.com/en-us/privacy-statement"
21731504,"EOG Resources","https://www.eogresources.com",186,"Mining, Crude-Oil Production","Energy",17380.0,2734.9,20907.4,2900,"6.04","6.47",-0.06646058732612052,"","","","","",0,2020.0,"1985-06-12",17.6,35.9,-0.002357,208,4.5,4.3,4.6,4.3,4.2,4.6,4.2,"1","",0,"","","","","","","na"
84193247,"HollyFrontier","https://www.hollyfrontier.com",184,"Petroleum Refining","Energy",17486.6,772.4,3967.8,4074,"","","",84.0,2189.0,577.0,0.0388305162,24.6768931236,0,2020.0,"1947-01-25",9.53,74.4,-0.009426,117,3.8,3.5,3.5,3.7,3.0,4.5,3.3,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://hollyfrontier.com/privacy-statement/default.aspx"
49714782,"PayPal Holdings","https://www.paypal.com",182,"Consumer Credit Card and Related Services","Business Services",20299.0,3142.0,286198.0,23200,"7.21","7.13",0.011220196353436195,145.0,3290.0,799.0,0.0373860182,20.5652237711,0,2020.0,"2015-01-30",8.37,6.2,0.035206,4600,4.0,4.0,4.1,3.8,3.5,4.1,3.6,"1",3.0,1,0.0,1.0,"standard",0.0,1.0,0.0,"https://www.paypal.com/us/webapps/mpp/ua/privacy-full"
2257066,"Jones Lang LaSalle (JLL)","https://www.us.jll.com",179,"Real Estate","Financials",17145.0,427.0,7907.0,93000,"6.43","6.24",0.03044871794871787,58.0,997.0,363.0,0.0351053159,18.3904056999,1,2020.0,"1997-04-15",9.13,24.1,0.031159,5200,3.7,3.7,3.7,3.6,3.3,3.5,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.us.jll.com/en/mobile-app-privacy-statement"
90537930,"CDW","https://www.cdw.com",178,"Information Technology Services","Technology",18032.4,736.8,13316.3,9900,"","","",91.0,2981.0,754.0,0.0221402214,27.4877314567,0,2020.0,"2007-05-25",24.3,13.9,0.085598,2500,4.2,4.3,4.3,3.9,3.8,3.7,4.1,"0",1.0,1,"",1.0,"standard",1.0,0.0,1.0,"https://www.cdw.com/content/cdw/en/terms-conditions/privacy-notice.html"
18164447,"Emerson Electric","https://www.emerson.com",176,"Industrial Machinery","Industrials",16785.0,1965.0,50469.0,83500,"5.94","6.63",-0.10407239819004517,193.0,6487.0,1298.0,0.0368429166,26.9361581673,0,2020.0,"1890-09-24",8.71,130.9,0.082209,4100,3.6,3.3,3.5,3.5,3.0,3.2,3.3,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.emerson.com/en-us/privacy-notice"
23104382,"Kimberly-Clark","https://www.kimberly-clark.com",175,"Soaps and Cosmetics","Household Products",19140.0,2352.0,44691.0,40000,"6.80","7.05",-0.03546099290780142,160.0,4615.0,1139.0,0.0275189599,24.7379333694,1,2020.0,"1928-06-29",10.06,93.0,0.137131,2500,4.0,4.0,4.0,3.7,3.5,3.9,3.5,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.kimberly-clark.com/en/privacy"
67426216,"Tenet Healthcare","https://www.tenethealth.com",174,"Health Care: Medical Facilities","Health Care",18479.0,232.0,1501.8,101104,"5.77","6.12",-0.05718954248366022,69.0,2041.0,597.0,0.0377266046,23.6692186979,0,2020.0,"1975-11-07",47.94,45.6,0.038883,890,3.2,3.0,3.5,3.1,2.6,3.3,3.2,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.tenethealth.com/privacy"
8545348,"CarMax","https://www.carmax.com",173,"Automotive Retailing, Services","Retailing",19146.0,842.4,8795.0,25946,"","","",121.0,3517.0,814.0,0.0409439864,24.2053487547,0,2019.0,"1996-10-04",59.13,24.6,0.030592,3900,3.7,3.9,4.1,3.3,3.3,3.5,3.6,"1","",1,0.0,1.0,"standard ",1.0,1.0,1.0,"https://www.carmax.com/privacy-policy"
38270491,"NextEra Energy","https://www.nexteraenergy.com",172,"Electric and Gas Utilities","Energy",17997.0,2919.0,164661.0,14800,"7.55","7.35",0.027210884353741523,65.0,1637.0,526.0,0.0323762981,24.001763075,0,2020.0,"1984-09-10",11.6,36.7,0.026214,687,3.9,3.5,4.1,3.0,3.2,3.7,3.7,"1",2.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.nexteraenergy.com/privacy-policy.html"
3394254,"Synchrony Financial","https://www.synchronyfinancial.com",170,"Diversified Financials","Financials",19461.0,3747.0,9870.8,16500,"","","",280.0,5088.0,944.0,0.0247641509,18.8880682839,0,2020.0,"2003-09-12",9.53,17.6,0.013796,1100,4.1,4.3,4.6,3.9,3.8,4.1,3.7,"0","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.synchrony.com/privacy-policy.html"
7096877,"Kohl’s","https://www.kohls.com",165,"General Merchandisers","Retailing",19974.0,691.0,2265.0,79500,"5.61","7.01",-0.19971469329529237,210.0,3630.0,759.0,0.0415977961,19.145690673,0,"","","","",0.000627,13000,3.6,3.7,4.0,3.5,3.3,3.1,3.2,"0","",1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.kohls.com/feature/privacy-policy.jsp"
19452525,"Netflix","https://www.netflix.com",164,"Entertainment","Media",24996.0,2761.0,259043.0,9400,"7.32","7.64",-0.04188481675392662,187.0,5974.0,1034.0,0.0344827586,25.6878831442,2,2020.0,"1997-08-29",14.39,23.7,0.07824,1400,4.3,4.0,4.2,3.3,3.6,4.6,3.7,"1",3.0,1,1.0,1.0,"standard",1.0,1.0,0.0,"https://help.netflix.com/legal/privacy"
97306865,"Whirlpool","https://www.whirlpoolcorp.com",162,"Home Equipment, Furnishings","Industrials",19456.0,1081.0,12242.0,78000,"6.96","6.92",0.0057803468208092535,197.0,5047.0,909.0,0.041014464,22.326178189,0,2020.0,"1955-08-10",8.9,65.9,0.060347,3900,3.9,3.8,3.9,3.7,3.4,3.9,3.7,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://whirlpoolcorp.com/privacy-notice-united-states-and-canada/"
95680362,"Danaher","https://www.danaher.com",161,"Medical Products and Equipment","Health Care",22284.0,3646.0,168395.0,60000,"6.23","5.93",0.05059021922428343,145.0,3164.0,719.0,0.038874842,20.687820742,0,2020.0,"1986-10-03",9.72,34.6,0.042533,483,4.4,4.3,4.7,3.8,3.9,4.2,4.3,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://www.danaher.com/sites/default/files/inline-files/Danaher%20Privacy%20Policy.pdf"
44365702,"Hartford Financial Services Group","https://www.thehartford.com",160,"Insurance: Property and Casualty (Stock)","Financials",20740.0,2085.0,12624.8,19500,"","","",98.0,2586.0,680.0,0.0351894818,23.5017377717,1,2020.0,"1810-01-01",84.6,211.9,0.021243,2400,4.0,4.0,4.1,3.8,3.7,3.8,3.8,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.thehartford.com/online-privacy-policy"
29577074,"Bank of New York Mellon","https://www.bnymellon.com",159,"Commercial Banks","Financials",20822.0,4441.0,29808.5,48400,"6.84","6.67",0.025487256371814083,64.0,1533.0,440.0,0.032615786,21.2185624592,0,2020.0,"2007-07-01",6.16,13.8,0.00852,6900,3.1,3.0,3.7,3.3,2.6,2.9,2.8,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.bnymellon.com/us/en/privacy-policy.html"
7616789,"ManpowerGroup","https://www.manpowergroup.com",158,"Temporary Help","Business Services",20863.5,465.7,3109.4,28000,"","","",94.0,3321.0,870.0,0.0343270099,27.2484460589,0,2020.0,"1990-04-12",24.3,31.1,0.025004,1400,3.8,3.5,4.0,3.8,3.2,3.3,3.2,"1","",1,0.0,0.0,"standard",1.0,1.0,1.0,"https://www.manpowergroup.com/privacy-policy"
85302124,"DXC Technology","https://www.dxc.technology",155,"Information Technology Services","Technology",21184.0,1257.0,3311.1,130000,"","","",150.0,4151.0,1039.0,0.0320404722,25.186413555,1,2019.0,"2017-03-31",5.78,4.0,0.018104,13000,2.8,2.7,3.5,3.3,2.6,2.7,2.6,"1","",1,0.0,1.0,"standard ",1.0,1.0,0.0,"https://www.dxc.technology/privacy"
67583415,"AutoNation","https://www.autonation.com",154,"Specialty Retailers","Retailing",20154.0,388.0,6807.0,25000,"6.07","5.54",0.09566787003610112,285.0,8189.0,1839.0,0.0236903163,23.7341441771,1,2020.0,"1991-05-30",7.85,30.0,0.059518,1300,3.4,3.2,3.5,2.9,3.1,3.3,3.4,"1",1.0,0,0.0,0.0,"",0.0,1.0,0.0,"https://www.autonation.com/about"
7282506,"Southern Company","https://www.southerncompany.com",153,"Electric and Gas Utilities","Energy",20172.0,3173.0,64062.0,27943,"6.31","","",79.0,1870.0,591.0,0.0347593583,20.4416164625,0,2020.0,"1945-11-09",8.19,75.6,0.027081,692,4.3,3.9,4.4,3.9,3.6,4.4,3.8,"1",4.0,1,1.0,0.0,"standard",1.0,0.0,0.0,"https://www.southerncompany.com/privacy-statement.html"
47147965,"PNC Financial Services Group","https://www.pnc.com",151,"Superregional Banks","Financials",18262.0,7558.0,66208.0,50403,"7.25","7.33",-0.010914051841746257,146.0,3140.0,767.0,0.0321656051,20.3607015095,1,2020.0,"1969-04-30",23.35,52.1,0.017307,6300,3.7,3.9,4.2,3.7,3.4,3.5,3.6,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.pnc.com/en/privacy-policy.html"
62258152,"Union Pacific","https://www.up.com",149,"Trucking, Transportation, Logistics","Transportation",19533.0,5349.0,147025.0,30960,"6.67","6.03",0.1061359867330016,120.0,3415.0,756.0,0.0301610542,24.7127623231,0,2020.0,"1969-02-03",30.62,52.3,0.079369,2000,2.0,1.8,2.6,1.7,1.6,3.4,2.0,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.up.com/aboutup/corporate_info/privacy/index.htm"
