"firmhash","firm","url","ranking","industry","sector","revenue_in_millions","profits_in_millions","market_value_in_millions","n_employees","reputation_score_2020","reputation_score_2019","reputation_score_growth","n_sentence","number_of_words","number_of_unique_words","ambiquity_score","gunning_fog_index","n_data_breaches","last_available_year","date_of_incorporation","stock_turnover","age_in_years","return_on_assets","number_of_reviews","rating_overall_employer","values_culture","diversity_inclusion","work_balance_life","management_senior","compensation_benefits","opportunities_career","female_male","number_of_shareholder_proposals","privacy_exists_policy","of_a_existence_report_transparency","option_contact","legislation_complied_with","third_party_sharing","protection_of_data_a_existence_officer","type_iso","privacy_url_policy"
39511968,"American Express","https://www.americanexpress.com",67,"Consumer Credit Card and Related Services","Financials",38185.0,3135.0,103823.0,64000,"6.76","6.51",0.03840245775729647,129.0,3692.0,865.0,0.0303358613,24.2216264792,4,2020.0,"1850-03-18",22.4,171.5,0.016089,10000,4.2,4.2,4.4,4.2,3.8,3.9,3.9,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.americanexpress.com/us/company/privacy-center/online-privacy-disclosures/"
61173779,"American International Group","https://www.aig.com",66,"Insurance: Property and Casualty (Stock)","Financials",49746.0,3348.0,27682.0,46000,"","","",163.0,5118.0,1083.0,0.0293083236,25.1112872408,0,2020.0,"1919-01-01",3.66,102.6,0.003077,5600,3.6,3.4,3.7,3.8,3.0,3.7,3.1,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.aig.com/privacy-policy"
17081064,"HCA Healthcare","https://www.hcahealthcare.com",65,"Health Care: Medical Facilities","Health Care",50763.0,3399.0,56831.0,245000,"6.83","","",500.0,12355.0,2580.0,0.0254148118,22.9410619183,0,2020.0,"2010-10-19",25.45,10.5,0.097273,3000,3.6,3.6,3.8,3.4,3.2,3.5,3.6,"1",1.0,1,0.0,1.0,"standard",1.0,0.0,0.0,"https://hcahealthcare.com/legal/index.dot#privacy-policy"
89802512,"Pfizer","https://www.pfizer.com",64,"Pharmaceuticals","Health Care",48649.0,8686.0,202882.0,88300,"6.52","6.65",-0.019548872180451243,150.0,4163.0,989.0,0.0350708624,23.9286213468,0,2020.0,"1942-06-02",5.21,79.1,0.039342,5300,4.3,4.1,4.1,3.9,3.7,4.2,3.8,"1",8.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.pfizer.com/Privacy"
93968555,"Cisco Systems","https://www.cisco.com",63,"Network and Other Communications Equipment","Technology",48071.0,10462.0,191585.0,77500,"6.55","7.85",-0.16560509554140126,141.0,3380.0,886.0,0.0301775148,23.6478240799,1,2020.0,"2021-01-15",38.46,0.2,0.091162,23000,4.1,4.2,4.1,4.1,3.7,4.0,3.8,"1",2.0,1,1.0,1.0,"standard ",1.0,1.0,1.0,"https://www.cisco.com/c/en/us/about/legal/privacy-full.html"
81280069,"Caterpillar","https://www.caterpillar.com",62,"Construction and Farm Machinery","Industrials",41748.0,2998.0,104491.0,102300,"8.08","7.34",0.10081743869209812,613.0,15257.0,3094.0,0.0245788818,25.2246848851,0,2020.0,"1986-03-12",3.66,35.2,0.039522,5100,3.9,3.6,3.8,3.6,3.2,4.0,3.4,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.caterpillar.com/en/legal-notices/dataprivacy.html"
92536935,"Morgan Stanley","https://www.morganstanley.com",61,"Megabanks","Financials",52047.0,10996.0,135401.0,68097,"6.41","6.55",-0.02137404580152667,120.0,2693.0,775.0,0.0211659859,23.8448434212,1,2020.0,"1924-01-01",38.46,97.6,0.011116,11000,4.0,4.0,4.0,3.6,3.7,3.7,3.8,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.morganstanley.com/disclaimers/us-privacy-policy-and-notice"
48599151,"Goldman Sachs Group","https://www.goldmansachs.com",60,"Megabanks","Financials",52778.0,9459.0,104183.0,40500,"6.70","6.68",0.0029940119760479733,43.0,1585.0,460.0,0.0252365931,25.5454478762,2,2020.0,"1990-12-31",13.84,30.4,0.008774,10000,4.0,3.8,4.0,3.1,3.6,3.7,4.0,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.goldmansachs.com/privacy-and-cookies/index.html"
58723819,"Energy Transfer","https://www.energytransfer.com",59,"Pipelines","Energy",54213.0,3592.0,17648.0,12812,"","","",9.0,188.0,102.0,0.0106382979,21.7598108747,0,2020.0,"2005-08-23",22.4,15.7,0.037734,346,3.8,3.8,3.6,3.5,3.4,4.0,3.8,"1","",1,0.0,0.0,"standard",1.0,0.0,0.0,"https://www.energytransfer.com/privacy-policy/"
94341056,"HP","https://www8.hp.com",58,"Computers","Technology",56639.0,2844.0,32499.0,53000,"6.36","6.43",-0.010886469673405817,200.0,5760.0,1280.0,0.0321180556,25.4644444444,2,2020.0,"1998-02-11",9.5,23.2,0.079752,5200,4.0,4.2,4.3,4.0,3.5,3.6,3.6,"1",2.0,1,0.0,1.0,"gdpr",1.0,1.0,1.0,"https://www8.hp.com/us/en/privacy/privacy.html"
17368181,"Prudential Financial (U.S.)","https://www.prudential.com",53,"Insurance: Life and Health","Financials",60169.0,65.0,33268.0,51511,"6.57","","",68.0,1743.0,550.0,0.0229489386,24.9173129493,0,2020.0,"2001-01-01",6.43,20.3,-0.000175,3500,3.8,3.8,3.9,4.0,3.4,3.8,3.5,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.prudential.com/links/privacy-policy"
92380288,"Humana","https://www.humana.com",52,"Health Care: Insurance and Managed Care","Health Care",74388.0,4153.0,54438.0,46000,"6.62","6.36",0.04088050314465405,134.0,1971.0,518.0,0.033992897,17.4310199384,10,2020.0,"1961-01-01",84.6,60.4,0.097317,4200,4.1,4.1,4.3,3.9,3.6,4.1,3.8,"1","",1,0.0,1.0,"standard",0.0,1.0,0.0,"https://www.humana.com/legal/privacy"
48056767,"Procter & Gamble","https://www.pginvestor.com",50,"Soaps and Cosmetics","Household Products",73975.0,13848.0,324875.0,99000,"7.34","7.37",-0.004070556309362313,291.0,8214.0,1629.0,0.0366447529,21.9310917493,0,2020.0,"1905-05-05",12.91,116.3,0.096226,10000,4.2,4.3,4.4,3.4,3.9,4.2,4.0,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.pg.com/privacy/english/privacy_statement.shtml"
55529641,"Walt Disney","https://www.thewaltdisneycompany.com",49,"Entertainment","Media",65388.0,2864.0,315029.0,203000,"8.49","8.39",0.011918951132300314,111.0,4220.0,789.0,0.0236966825,29.5484394347,0,2020.0,"2018-04-14",41.31,3.0,0.003627,8000,4.1,4.1,4.1,3.5,3.4,3.8,3.7,"1",3.0,1,0.0,1.0,"standard",0.0,1.0,1.0,"https://privacy.thewaltdisneycompany.com/en/current-privacy-policy/"
32700926,"MetLife","https://www.metlife.com",48,"Insurance: Life and Health","Financials",65567.0,5842.0,46483.0,49000,"6.23","","",92.0,2256.0,666.0,0.0310283688,23.1420289855,1,2020.0,"1863-01-01",13.84,158.7,0.00638,4600,3.6,3.5,3.8,3.5,3.1,3.8,3.2,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.metlife.com/about-us/privacy-policy/online-privacy-policy/"
31132966,"FedEx","https://www.fedex.com",47,"Delivery","Transportation",74729.0,2452.0,66788.0,374198,"6.08","6.47",-0.0602782071097372,156.0,3653.0,844.0,0.0405146455,22.4189524592,1,2020.0,"1997-10-02",121.01,23.6,0.0396,6600,3.7,3.6,4.0,3.5,3.3,3.6,3.7,"1",6.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.fedex.com/en-us/trust-center/privacy.html"
79142021,"Facebook","https://investor.fb.com",46,"Interactive Media and Services","Technology",78975.0,25276.0,768185.0,44942,"6.30","7.23",-0.12863070539419094,155.0,4018.0,813.0,0.0363364858,20.8219939305,4,2020.0,"2004-07-29",5.53,16.8,0.139528,6900,4.3,4.2,4.2,3.7,4.0,4.7,4.4,"1",9.0,1,1.0,1.0,"standard",1.0,1.0,0.0,"https://www.facebook.com/privacy/explanation"
56495473,"Intel","https://www.intel.com",45,"Semiconductors and Other Electronic Components","Technology",71965.0,21048.0,202996.0,110800,"6.91","6.31",0.09508716323296364,205.0,5423.0,1164.0,0.0381707542,24.5442146593,1,2020.0,"1989-03-01",9.24,32.2,0.10305,19000,4.0,3.9,4.3,3.9,3.3,3.9,3.8,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.intel.com/content/www/us/en/privacy/intel-privacy-notice.html"
40837856,"Lowe’s","https://www.lowes.com",44,"Specialty Retailers","Retailing",85313.0,5367.0,126315.0,260000,"6.83","","",210.0,5323.0,1079.0,0.042081533,23.9508079046,2,2020.0,"1952-08-01",5.53,68.9,0.157935,33,3.3,2.8,5.0,3.6,2.9,2.5,2.6,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.lowes.com/l/privacy-and-security-statement.html"
90714086,"UPS","https://www.ups.com",43,"Delivery","Transportation",80300.0,4584.0,138166.0,377640,"6.78","6.82",-0.005865102639296193,165.0,5575.0,996.0,0.0337219731,26.8891425465,2,"","","","",0.014655,19000,3.6,3.2,3.9,3.2,3.1,4.0,3.6,"0","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.ups.com/us/en/help-center/legal-terms-conditions/privacy-notice.page"
3894558,"Centene","https://www.centene.com",42,"Health Care: Insurance and Managed Care","Health Care",101690.0,2029.0,36191.0,71100,"6.72","6.43",0.045101088646967345,67.0,1335.0,445.0,0.0374531835,18.7866286545,2,2020.0,"1984-01-01",84.6,37.4,0.046826,2200,3.5,3.4,3.9,3.4,3.0,3.9,3.5,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.centene.com/privacy-policy.html"
18282660,"Freddie Mac","https://www.freddiemac.com",41,"Diversified Financials","Financials",75125.0,7214.0,6404.0,6892,"","","",89.0,2513.0,633.0,0.0262634302,25.0150346289,1,2020.0,"1970-01-01",9.13,51.4,0.003039,1300,4.1,4.0,4.3,4.0,3.5,4.1,3.7,"1/0","",1,0.0,1.0,"standard",1.0,1.0,1.0,"http://www.freddiemac.com/terms/privacy.html"
73313709,"IBM","https://www.ibm.com",38,"Information Technology Services","Technology",73620.0,5590.0,115909.0,352600,"6.62","6.65",-0.004511278195488759,76.0,1994.0,566.0,0.0411233701,24.8377659294,1,"","","","",0.034819,68000,3.7,3.7,4.2,3.8,3.2,3.6,3.6,"1","",1,1.0,1.0,"standard ",1.0,1.0,1.0,"https://www.ibm.com/privacy"
69858041,"Target","https://corporate.target.com",37,"General Merchandisers","Retailing",88621.0,3822.0,94296.0,368000,"7.63","7.92",-0.03661616161616162,200.0,5503.0,1149.0,0.0278030165,24.2714915501,3,2020.0,"1902-02-11",8.78,119.5,0.087847,46000,3.7,3.7,4.1,3.4,3.2,3.6,3.3,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.target.com/c/target-privacy-policy/-/N-4sr7p"
55229784,"State Farm Insurance","https://www.statefarm.com",36,"Insurance: Property and Casualty (Mutual)","Financials",79395.0,5592.7,"",57672,"6.27","6.18",0.014563106796116483,84.0,2035.0,667.0,0.027027027,21.8772083772,4,"","","","",0.021749555,11000,3.6,3.7,4.0,3.5,3.2,3.5,3.4,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.statefarm.com/customer-care/privacy-security/privacy"
16922709,"Johnson & Johnson","https://www.jnj.com",35,"Pharmaceuticals","Health Care",82584.0,14714.0,427473.0,132200,"7.55","8.08",-0.06559405940594062,141.0,4675.0,957.0,0.0297326203,26.2934273903,0,2020.0,"1887-11-10",8.84,133.8,0.075213,9000,4.3,4.3,4.3,4.1,3.9,4.1,3.9,"1",6.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.jnj.com/corporate/privacy-policy"
83192852,"Dell Technologies","https://www.delltechnologies.com",34,"Computers","Technology",92144.0,2431.0,57773.0,165000,"6.61","6.57",0.0060882800608828055,61.0,1061.0,384.0,0.027332705,20.0393751642,0,2019.0,"2013-01-31",8.78,8.2,0.025317,21000,4.1,4.1,4.2,4.2,3.7,3.9,3.8,"1",1.0,1,0.0,1.0,"standard ",1.0,1.0,1.0,"https://www.delltechnologies.com/content/dam/digitalassets/active/en/unauth/quick-reference-guides/partner/Dell-EMC_Customer_Data_Terms.pdf"
84482324,"General Electric","https://www.ge.com",33,"Industrial Machinery","Industrials",95214.0,4979.0,53132.0,205000,"","","",218.0,4153.0,924.0,0.0243197688,21.0080958388,0,2020.0,"1892-04-15",5.01,129.4,-0.000416,14000,3.7,3.6,3.8,3.6,3.2,3.6,3.4,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.ge.com/privacy"
90987102,"Valero Energy","https://www.valero.com",32,"Petroleum Refining","Energy",102729.0,2422.0,22928.0,10222,"","","",127.0,2891.0,797.0,0.0290556901,21.5164422849,0,2020.0,"1981-06-08",10.75,40.0,-0.01795,551,3.9,3.3,3.1,3.3,3.2,3.8,3.3,"1","",1,0.0,0.0,"standard",0.0,0.0,0.0,"https://www.valero.com/privacy-statement"
96185568,"Citigroup","https://www.citigroup.com",31,"Megabanks","Financials",88839.0,11370.0,131684.0,210000,"6.12","6.08",0.006578947368421058,125.0,4025.0,901.0,0.0337888199,24.8650931677,4,2020.0,"1912-12-31",9.24,108.6,0.005274,20000,3.9,3.8,4.1,3.7,3.4,3.8,3.7,"1",5.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.citigroup.com/citi/privacy.html"
20224692,"Wells Fargo","https://www.wellsfargo.com",30,"Banks: Commercial and Savings","Financials",103915.0,19549.0,99941.0,259800,"","","",78.0,2015.0,531.0,0.0377171216,21.1521918941,3,2020.0,"1929-01-08",40.03,92.5,0.001847,30000,3.6,3.4,3.8,3.6,3.0,3.8,3.5,"1",6.0,1,0.0,0.0,"standard",1.0,1.0,0.0,"https://www.wellsfargo.com/privacy-security/online/"
31743452,"Anthem","https://www.antheminc.com",29,"Health Care: Insurance and Managed Care","Health Care",121867.0,4572.0,79964.0,70600,"6.69","5.91",0.13197969543147212,39.0,832.0,320.0,0.0384615385,19.4467948718,8,2020.0,"2004-01-01",71.43,17.3,0.062931,2800,3.6,3.4,3.8,3.4,3.0,3.8,3.4,"0",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.antheminc.com/Privacy/index.htm"
82475883,"Comcast","https://corporate.comcast.com",28,"Entertainment","Telecommunications",103564.0,10534.0,223642.0,190000,"","","",66.0,1478.0,438.0,0.0331529093,20.8926231189,2,2020.0,"2001-12-07",71.43,19.4,0.040697,11000,3.9,3.8,4.2,3.7,3.5,4.1,3.7,"1",5.0,1,1.0,1.0,"standard",1.0,1.0,0.0,"https://www.xfinity.com/privacy/policy"
60549119,"Phillips 66","https://www.phillips66.com",27,"Petroleum Refining","Energy",109559.0,3076.0,27084.0,14500,"","","",70.0,2050.0,578.0,0.0365853659,24.4362369338,0,2020.0,"2011-11-10",16.47,9.5,-0.016682,6800,3.8,3.6,4.1,3.7,3.3,4.0,3.5,"1",2.0,1,1.0,1.0,"standard",1.0,0.0,0.0,"https://hr.phillips66.com/Legal-And-Privacy-Statement.aspx"
36053009,"Home Depot","https://www.homedepot.com",26,"Specialty Retailers","Retailing",125631.0,12490.0,295312.0,415700,"7.06","6.28",0.12420382165605084,418.0,7938.0,1169.0,0.0289745528,21.6904025335,6,2020.0,"1978-06-29",7.95,42.9,0.211649,28000,3.9,3.9,4.1,3.6,3.5,3.6,3.6,"1",6.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.homedepot.com/privacy/Privacy_Security"
4802185,"Bank of America","https://www.bankofamerica.com",25,"Megabanks","Financials",95753.0,17894.0,279768.0,212505,"6.92","6.83",0.013177159590043903,"","","","","",6,2020.0,"1968-11-04",5.53,52.6,0.006811,27000,4.0,4.0,4.3,3.8,3.6,4.1,3.9,"1",7.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.bankofamerica.com/security-center/privacy-overview/"
59997007,"Fannie Mae","https://www.fanniemae.com",24,"Diversified Financials","Financials",120304.0,14160.0,11350.0,7500,"","","",148.0,4145.0,878.0,0.0395657419,23.9216411828,0,"","","","",0.002961802,1700,4.0,3.8,4.2,4.1,3.5,4.1,3.4,"1","",1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.fanniemae.com/about-us/corporate-governance/online-privacy-notice"
1710396,"Marathon Petroleum","https://www.marathonpetroleum.com",22,"Petroleum Refining","Energy",124813.0,2637.0,24840.0,60910,"","","",79.0,1905.0,541.0,0.0299212598,21.7400578092,0,2020.0,"2009-11-09",8.79,11.5,-0.01769,886,3.8,3.4,3.5,3.3,3.2,4.3,3.6,"1",4.0,1,0.0,1.0,"standard",0.0,0.0,0.0,"https://www.marathonpetroleum.com/Privacy-Policy/"
56358397,"Microsoft","https://www.microsoft.com",21,"Computer Software","Technology",153554.0,51310.0,1696122.0,163000,"8.30","8.17",0.015911872705018457,1733.0,37360.0,2693.0,0.034127409,20.2441817793,1,2020.0,"1993-09-22",75.47,27.6,0.128113,31000,4.4,4.3,4.3,4.1,4.0,4.1,4.2,"1",1.0,1,1.0,1.0,"gdpr",1.0,1.0,1.0,"https://privacy.microsoft.com/en-us/privacystatement"
25821083,"Verizon Communications","https://www.verizon.com",20,"Telecommunications","Telecommunications",128292.0,17801.0,236948.0,132200,"6.81","7.15",-0.047552447552447655,48.0,857.0,312.0,0.0151691949,20.2105114741,1,2020.0,"1983-10-07",71.43,37.6,0.064531,23000,4.0,3.8,4.3,3.5,3.5,4.3,3.7,"1",7.0,1,1.0,1.0,"standard",1.0,1.0,1.0,"https://www.verizon.com/about/privacy/"
69943097,"JPMorgan Chase","https://www.jpmorganchase.com",17,"Megabanks","Financials",129503.0,29131.0,414465.0,255351,"7.24","7.12",0.016853932584269676,80.0,2191.0,595.0,0.0365130078,23.7893222273,3,2020.0,"1968-10-28",71.43,52.6,0.009592,26000,3.9,3.8,4.0,3.6,3.5,3.8,3.8,"1",12.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.jpmorgan.com/privacy"
26299420,"Cardinal Health","https://www.cardinalhealth.com",16,"Wholesalers: Health Care","Health Care",154646.0,973.0,16018.0,48000,"5.16","5.71",-0.09632224168126091,157.0,4507.0,1161.0,0.0266252496,24.1120459469,2,2020.0,"1979-05-16",11.59,42.0,0.027605,2700,3.6,3.6,4.0,3.4,3.2,3.6,3.4,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.cardinalhealth.com/en/support/privacy-policy.html"
65966087,"Chevron","https://www.chevron.com",15,"Petroleum Refining","Energy",146516.0,2924.0,156714.0,48200,"","","",102.0,3083.0,819.0,0.0402205644,25.0126741842,0,2020.0,"1926-01-27",16.64,95.5,-0.008693,4000,4.0,4.0,4.1,4.0,3.5,4.1,3.7,"1",11.0,1,0.0,1.0,"standard",0.0,1.0,1.0,"https://www.chevron.com/privacy"
46807785,"Costco Wholesale","https://www.costco.com",14,"General Merchandisers","Retailing",172929.0,4324.0,160040.0,214500,"7.33","7.54",-0.02785145888594164,220.0,4593.0,966.0,0.0335292837,21.3794307543,0,2020.0,"1987-05-12",13.62,34.0,0.077941,8700,4.2,4.0,4.2,3.7,3.7,4.4,4.0,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.costco.com/privacy-policy.html"
82902726,"Cigna","https://www.cigna.com",13,"Health Care: Pharmacy and Other Services","Health Care",154089.0,4917.0,60335.0,73700,"","","",138.0,3530.0,838.0,0.0362606232,22.2998727265,3,2017.0,"1982-01-01",84.6,39.4,0.035741,3300,3.8,3.7,4.0,3.8,3.4,3.7,3.5,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.cigna.com/assets/docs/privacy-notices-and-forms/final-on-line-with-incentive-language.pdf?WT.z_nav=privacyinformation%3BBody%3BOnline%20and%20Mobile%20Privacy%20Statement"
76661259,"Alphabet","https://www.abc.xyz",11,"Internet Services and Retailing","Technology",171704.0,35713.0,1274139.0,132121,"7.68","8.17",-0.05997552019583846,263.0,6576.0,1507.0,0.024026764,22.0696474332,1,2020.0,"2015-07-23",250.72,5.7,0.128979776,20000,4.5,4.4,4.3,4.3,4.1,4.6,4.3,"1","",1,1.0,1.0,"standard",1.0,1.0,1.0,"https://abc.xyz/investor/other/google-code-of-conduct/"
20885145,"AmerisourceBergen","https://www.amerisourcebergen.com",10,"Wholesalers: Health Care","Health Care",189894.0,3409.0,21246.0,22000,"5.57","6.10",-0.08688524590163925,136.0,3889.0,798.0,0.0344561584,23.3487521365,0,2020.0,"2001-03-16",15.08,20.1,0.0328,1200,3.4,3.4,3.8,3.3,3.0,3.8,3.3,"1",2.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://amerisourcebergen.com/global-privacy-statement"
10087241,"AT&T","https://www.att.com",9,"Telecommunications","Telecommunications",171760.0,5176.0,206369.0,230760,"7.26","7.27",-0.0013755158184318827,373.0,8345.0,1423.0,0.0321150389,20.879558966,8,2020.0,"1983-10-05",47.82,37.6,0.029765,28000,3.6,3.3,4.1,3.2,2.9,4.0,3.4,"1",7.0,1,1.0,1.0,"standard",1.0,1.0,1.0,"https://about.att.com/csr/home/privacy/full_privacy_policy.html"
23217707,"McKesson","https://www.mckesson.com",8,"Wholesalers: Health Care","Health Care",234194.0,2228.0,29570.0,70000,"6.38","6.78",-0.05899705014749267,100.0,2395.0,669.0,0.0350730689,23.2417954071,2,2019.0,"1994-07-07",14.53,26.8,0.032177,3800,3.8,3.8,4.0,3.6,3.4,3.8,3.6,"1",3.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.mckesson.com/Privacy-Notice/#:~:text=We will retain your personal,disputes and enforce our agreements."
27610884,"UnitedHealth Group","https://www.unitedhealthgroup.com",7,"Health Care: Insurance and Managed Care","Health Care",257141.0,15403.0,332885.0,325000,"8.14","8.03",0.013698630136986453,97.0,2284.0,700.0,0.0499124343,22.6234603788,1,2020.0,"",84.6,"",0.075452,12000,3.5,3.5,3.8,3.5,3.0,3.4,3.4,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://www.unitedhealthgroup.com/privacy.html#:~:text=Protecting personal information is important,in the course of business."
51333781,"Berkshire Hathaway","https://www.berkshirehathaway.com",6,"Insurance: Property and Casualty","Financials",247981.0,35845.0,550878.0,391500,"7.64","7.73",-0.011642949547218725,261.0,6204.0,1252.0,0.031108962,22.8478267636,0,2020.0,"1889-01-01",84.6,132.6,0.051524,732,4.1,4.1,3.7,3.9,3.9,3.3,3.7,"1",1.0,1,0.0,1.0,"standard",1.0,1.0,1.0,"https://www.bhhs.com/privacy-policy"
42703456,"CVS Health","https://www.cvshealth.com",5,"Health Care: Pharmacy and Other Services","Health Care",265285.0,7953.0,98496.0,290000,"6.81","7.20",-0.054166666666666745,113.0,3192.0,847.0,0.0338345865,23.7677867234,6,2020.0,"1996-08-22",14.53,24.7,0.037687,22000,3.1,2.9,3.6,2.8,2.7,3.0,3.0,"0",5.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://cvshealth.com/privacy-policy"
24788477,"Apple","https://www.apple.com",4,"Computers","Technology",294135.0,63930.0,2221176.0,147000,"","","",172.0,3678.0,890.0,0.0396954867,20.1358701013,7,2020.0,"1977-01-03",67.6,44.4,0.133611,22000,4.3,4.3,4.4,3.6,3.8,4.3,3.9,"1",6.0,1,1.0,1.0,"standard",1.0,1.0,1.0,"https://www.apple.com/legal/privacy/en-ww/"
18843081,"Exxon Mobil","https://www.exxonmobil.com",3,"Petroleum Refining","Energy",264938.0,14340.0,177923.0,74900,"-","-","",155.0,3748.0,871.0,0.0277481323,22.8632932833,0,2020.0,"1882-08-05",9.47,139.1,-0.018408,5500,3.2,2.7,3.1,3.1,2.4,4.0,3.3,"1",14.0,1,1.0,1.0,"standard",1.0,0.0,0.0,"https://corporate.exxonmobil.com/Global-legal-pages/privacy-policy"
18101757,"Amazon","https://www.amazon.com",2,"Internet Services and Retailing","Retailing",347945.0,17377.0,1637405.0,1125300,"7.75","","",129.0,3328.0,846.0,0.0282451923,22.975629845,0,2020.0,"1996-05-28",16.23,24.9,0.052381,72000,3.7,3.5,4.0,3.2,3.2,3.8,3.7,"1",20.0,1,1.0,1.0,"standard",1.0,1.0,1.0,"https://www.amazon.com/gp/help/customer/display.html?nodeId=GX7NJQ4ZB8MHFRNJ"
7268382,"Walmart","https://www.stock.walmart.com",1,"General Merchandisers","Retailing",548743.0,19742.0,411690.0,2200000,"7.00","7.64",-0.08376963350785337,230.0,6002.0,1109.0,0.0349883372,23.8404601365,8,2020.0,"1969-10-31",12.44,51.6,0.068886,67000,3.3,3.0,3.6,3.0,2.8,3.3,3.3,"1",8.0,1,0.0,1.0,"standard",1.0,1.0,0.0,"https://corporate.walmart.com/privacy-security/walmart-privacy-policy"
