firm,type,share_percent
"Plains Gp Holdings, L.P.","Mutual and pension fund, nominee, trust, trustee",2.35
"Plains Gp Holdings, L.P.",One or more named individuals or families,0.21
"Plains Gp Holdings, L.P.",Private equity firm,0.49
"Plains Gp Holdings, L.P.","Public authority, state, government",0.1
Pnc Financial Services Group Inc,Bank,35.61000000000001
Pnc Financial Services Group Inc,Corporate,17.570000000000004
Pnc Financial Services Group Inc,Financial company,12.239999999999997
Pnc Financial Services Group Inc,Insurance company,5.760000000000001
Pnc Financial Services Group Inc,"Mutual and pension fund, nominee, trust, trustee",3.06
Pnc Financial Services Group Inc,Private equity firm,0.37
Pnc Financial Services Group Inc,"Public authority, state, government",2.5399999999999996
Pnc Financial Services Group Inc,Self ownership,0.43
Pnc Financial Services Group Inc,Venture capital,0.17
Principal Financial Group Inc,Bank,27.979999999999997
Principal Financial Group Inc,Corporate,12.23
Principal Financial Group Inc,Financial company,18.940000000000005
Principal Financial Group Inc,Insurance company,9.129999999999999
Principal Financial Group Inc,"Mutual and pension fund, nominee, trust, trustee",3.25
Principal Financial Group Inc,Private equity firm,0.17
Principal Financial Group Inc,"Public authority, state, government",2.4699999999999998
Principal Financial Group Inc,Self ownership,0.12
Principal Financial Group Inc,Venture capital,0.13
Procter & Gamble Co,Bank,27.959999999999987
Procter & Gamble Co,Corporate,6.190000000000001
Procter & Gamble Co,Financial company,3.33
Procter & Gamble Co,Insurance company,2.49
Procter & Gamble Co,"Mutual and pension fund, nominee, trust, trustee",2.3800000000000003
Procter & Gamble Co,Private equity firm,0.39999999999999997
Procter & Gamble Co,"Public authority, state, government",2.6999999999999997
Progressive Corp,Bank,33.85
Progressive Corp,Corporate,16.860000000000003
Progressive Corp,Financial company,16.03
Progressive Corp,Insurance company,4.37
Progressive Corp,"Mutual and pension fund, nominee, trust, trustee",5.080000000000001
Progressive Corp,Private equity firm,1.7600000000000002
Progressive Corp,"Public authority, state, government",3.41
Progressive Corp,Venture capital,0.21
Prudential Financial Inc.,Bank,29.150000000000013
Prudential Financial Inc.,Corporate,4.75
Prudential Financial Inc.,Financial company,10.59
Prudential Financial Inc.,Insurance company,2.5000000000000004
Prudential Financial Inc.,"Mutual and pension fund, nominee, trust, trustee",3.6799999999999997
Prudential Financial Inc.,Private equity firm,0.21
Prudential Financial Inc.,"Public authority, state, government",2.94
Prudential Financial Inc.,Venture capital,0.1
Qualcomm Inc,Bank,36.350000000000016
Qualcomm Inc,Corporate,10.789999999999997
Qualcomm Inc,Financial company,15.06
Qualcomm Inc,Insurance company,2.52
Qualcomm Inc,"Mutual and pension fund, nominee, trust, trustee",2.5100000000000002
Qualcomm Inc,Private equity firm,0.73
Qualcomm Inc,"Public authority, state, government",2.37
Qualcomm Inc,Venture capital,0.15
"Qurate Retail, Inc.",Bank,21.19
"Qurate Retail, Inc.",Corporate,6.389999999999999
"Qurate Retail, Inc.",Financial company,16.69
"Qurate Retail, Inc.",Insurance company,4.47
"Qurate Retail, Inc.","Mutual and pension fund, nominee, trust, trustee",9.559999999999999
"Qurate Retail, Inc.",One or more named individuals or families,0.0
"Qurate Retail, Inc.",Private equity firm,0.63
"Qurate Retail, Inc.","Public authority, state, government",1.2700000000000002
Reinsurance Group Of America Inc.,Bank,33.629999999999995
Reinsurance Group Of America Inc.,Corporate,18.340000000000007
Reinsurance Group Of America Inc.,Financial company,18.440000000000005
Reinsurance Group Of America Inc.,Insurance company,13.120000000000001
Reinsurance Group Of America Inc.,"Mutual and pension fund, nominee, trust, trustee",6.62
Reinsurance Group Of America Inc.,Private equity firm,0.33
Reinsurance Group Of America Inc.,"Public authority, state, government",5.860000000000001
Reinsurance Group Of America Inc.,Venture capital,0.95
"Salesforce.Com, Inc.",Bank,36.49999999999999
"Salesforce.Com, Inc.",Corporate,18.289999999999996
"Salesforce.Com, Inc.",Financial company,12.46
"Salesforce.Com, Inc.",Hedge fund,0.5900000000000001
"Salesforce.Com, Inc.",Insurance company,2.7200000000000006
"Salesforce.Com, Inc.","Mutual and pension fund, nominee, trust, trustee",4.15
"Salesforce.Com, Inc.",One or more named individuals or families,0.16
"Salesforce.Com, Inc.",Private equity firm,0.99
"Salesforce.Com, Inc.","Public authority, state, government",2.31
"Salesforce.Com, Inc.",Venture capital,0.1
Sempra Energy,Bank,40.7
Sempra Energy,Corporate,16.41
Sempra Energy,Financial company,13.160000000000002
Sempra Energy,Insurance company,3.1599999999999997
Sempra Energy,"Mutual and pension fund, nominee, trust, trustee",2.3000000000000003
Sempra Energy,Private equity firm,0.49
Sempra Energy,"Public authority, state, government",3.7999999999999994
Sempra Energy,Venture capital,0.21
Southern Co,Bank,29.630000000000003
Southern Co,Corporate,4.9399999999999995
Southern Co,Financial company,10.12
Southern Co,Insurance company,4.6899999999999995
Southern Co,"Mutual and pension fund, nominee, trust, trustee",1.6400000000000001
Southern Co,Private equity firm,0.25
Southern Co,"Public authority, state, government",2.4899999999999998
Southern Co,Venture capital,0.17
Southwest Airlines Co.,Bank,28.48999999999999
Southwest Airlines Co.,Corporate,13.609999999999998
Southwest Airlines Co.,Financial company,26.46
Southwest Airlines Co.,"Foundation, research Institute",0.23
Southwest Airlines Co.,Insurance company,2.98
Southwest Airlines Co.,"Mutual and pension fund, nominee, trust, trustee",3.72
Southwest Airlines Co.,Private equity firm,1.01
Southwest Airlines Co.,"Public authority, state, government",1.6700000000000004
Southwest Airlines Co.,Venture capital,0.11
"Stanley Black & Decker, Inc.",Bank,38.91
"Stanley Black & Decker, Inc.",Corporate,19.42
"Stanley Black & Decker, Inc.",Financial company,16.429999999999996
"Stanley Black & Decker, Inc.",Insurance company,6.13
"Stanley Black & Decker, Inc.","Mutual and pension fund, nominee, trust, trustee",4.140000000000001
"Stanley Black & Decker, Inc.",Private equity firm,0.47000000000000003
"Stanley Black & Decker, Inc.","Public authority, state, government",3.22
"Stanley Black & Decker, Inc.",Venture capital,0.27
State Street Corporation,Bank,27.509999999999994
State Street Corporation,Corporate,18.95
State Street Corporation,Financial company,14.649999999999997
State Street Corporation,Insurance company,9.309999999999999
State Street Corporation,"Mutual and pension fund, nominee, trust, trustee",8.36
State Street Corporation,Private equity firm,0.22
State Street Corporation,"Public authority, state, government",3.6400000000000006
State Street Corporation,Self ownership,4.59
State Street Corporation,Venture capital,0.16
Stonex Group Inc,Bank,24.670000000000005
Stonex Group Inc,Corporate,17.65
Stonex Group Inc,Financial company,18.39
Stonex Group Inc,Insurance company,0.75
Stonex Group Inc,"Mutual and pension fund, nominee, trust, trustee",5.180000000000001
Stonex Group Inc,One or more named individuals or families,0.0
Stonex Group Inc,Private equity firm,0.11
Stonex Group Inc,"Public authority, state, government",0.6900000000000001
Stonex Group Inc,Venture capital,0.11
Stryker Corporation,Bank,31.999999999999996
Stryker Corporation,Corporate,6.890000000000002
Stryker Corporation,Financial company,12.790000000000003
Stryker Corporation,Insurance company,3.71
Stryker Corporation,"Mutual and pension fund, nominee, trust, trustee",8.26
Stryker Corporation,One or more named individuals or families,0.0
Stryker Corporation,Private equity firm,0.14
Stryker Corporation,"Public authority, state, government",2.23
Synchrony Financial,Bank,29.069999999999997
Synchrony Financial,Corporate,21.880000000000003
Synchrony Financial,Financial company,20.819999999999993
Synchrony Financial,Hedge fund,0.14
Synchrony Financial,Insurance company,6.61
Synchrony Financial,"Mutual and pension fund, nominee, trust, trustee",4.390000000000001
Synchrony Financial,Private equity firm,2.4600000000000004
Synchrony Financial,"Public authority, state, government",11.609999999999998
Synchrony Financial,Venture capital,0.24
Target Corp,Bank,42.63000000000001
Target Corp,Corporate,9.779999999999998
Target Corp,Financial company,15.019999999999998
Target Corp,Insurance company,2.98
Target Corp,"Mutual and pension fund, nominee, trust, trustee",4.199999999999999
Target Corp,Private equity firm,1.1099999999999999
Target Corp,"Public authority, state, government",2.74
Target Corp,Venture capital,0.23
Tenet Healthcare Corp,Bank,33.67999999999999
Tenet Healthcare Corp,Corporate,29.209999999999997
Tenet Healthcare Corp,Financial company,23.49
Tenet Healthcare Corp,Hedge fund,2.01
Tenet Healthcare Corp,Insurance company,8.610000000000001
Tenet Healthcare Corp,"Mutual and pension fund, nominee, trust, trustee",7.3
Tenet Healthcare Corp,Private equity firm,4.57
Tenet Healthcare Corp,"Public authority, state, government",2.4499999999999997
Tenet Healthcare Corp,Venture capital,0.47
Texas Instruments Inc,Bank,40.219999999999985
Texas Instruments Inc,Corporate,10.060000000000002
Texas Instruments Inc,Financial company,15.949999999999998
Texas Instruments Inc,Insurance company,6.31
Texas Instruments Inc,"Mutual and pension fund, nominee, trust, trustee",3.5200000000000005
Texas Instruments Inc,Private equity firm,0.63
Texas Instruments Inc,"Public authority, state, government",2.79
Texas Instruments Inc,Venture capital,0.14
The Allstate Corp.,Bank,37.26
The Allstate Corp.,Corporate,7.9799999999999995
The Allstate Corp.,Financial company,12.849999999999998
The Allstate Corp.,Insurance company,2.83
The Allstate Corp.,"Mutual and pension fund, nominee, trust, trustee",3.9599999999999995
The Allstate Corp.,Private equity firm,1.02
The Allstate Corp.,"Public authority, state, government",3.3600000000000003
The Allstate Corp.,Venture capital,0.2
Thermo Fisher Scientific Inc.,Bank,38.429999999999986
Thermo Fisher Scientific Inc.,Corporate,16.930000000000003
Thermo Fisher Scientific Inc.,Financial company,12.39
Thermo Fisher Scientific Inc.,Insurance company,6.6400000000000015
Thermo Fisher Scientific Inc.,"Mutual and pension fund, nominee, trust, trustee",4.589999999999999
Thermo Fisher Scientific Inc.,Private equity firm,0.98
Thermo Fisher Scientific Inc.,"Public authority, state, government",3.3500000000000005
Thermo Fisher Scientific Inc.,Venture capital,0.0
Travelers Companies Inc.,Bank,35.98999999999999
Travelers Companies Inc.,Corporate,16.089999999999996
Travelers Companies Inc.,Financial company,16.18
Travelers Companies Inc.,Insurance company,7.040000000000001
Travelers Companies Inc.,"Mutual and pension fund, nominee, trust, trustee",3.9099999999999993
Travelers Companies Inc.,Private equity firm,0.19
Travelers Companies Inc.,"Public authority, state, government",2.9800000000000004
Travelers Companies Inc.,Venture capital,0.12
Truist Financial Corporation,Bank,28.770000000000003
Truist Financial Corporation,Corporate,15.850000000000001
Truist Financial Corporation,Financial company,11.409999999999998
Truist Financial Corporation,Insurance company,3.9799999999999995
Truist Financial Corporation,"Mutual and pension fund, nominee, trust, trustee",1.9799999999999998
Truist Financial Corporation,Private equity firm,0.11
Truist Financial Corporation,"Public authority, state, government",2.5599999999999996
Truist Financial Corporation,Self ownership,0.38
Truist Financial Corporation,Venture capital,0.14
"Uber Technologies, Inc.",Bank,19.55
"Uber Technologies, Inc.",Corporate,25.030000000000005
"Uber Technologies, Inc.",Financial company,5.89
"Uber Technologies, Inc.","Foundation, research Institute",0.18
"Uber Technologies, Inc.",Hedge fund,0.57
"Uber Technologies, Inc.",Insurance company,0.57
"Uber Technologies, Inc.","Mutual and pension fund, nominee, trust, trustee",3.7800000000000002
"Uber Technologies, Inc.",One or more named individuals or families,4.02
"Uber Technologies, Inc.",Private equity firm,3.17
"Uber Technologies, Inc.","Public authority, state, government",5.33
"Uber Technologies, Inc.",Venture capital,0.47
Union Pacific Corp,Bank,34.269999999999996
Union Pacific Corp,Corporate,13.379999999999999
Union Pacific Corp,Financial company,12.9
Union Pacific Corp,Hedge fund,0.6
Union Pacific Corp,Insurance company,4.99
Union Pacific Corp,"Mutual and pension fund, nominee, trust, trustee",4.37
Union Pacific Corp,Private equity firm,0.32999999999999996
Union Pacific Corp,"Public authority, state, government",3.02
"United Airlines Holdings, Inc",Bank,20.400000000000006
"United Airlines Holdings, Inc",Corporate,9.909999999999998
"United Airlines Holdings, Inc",Financial company,26.369999999999994
"United Airlines Holdings, Inc","Foundation, research Institute",0.37
"United Airlines Holdings, Inc",Insurance company,1.52
"United Airlines Holdings, Inc","Mutual and pension fund, nominee, trust, trustee",9.87
"United Airlines Holdings, Inc",Private equity firm,6.079999999999999
"United Airlines Holdings, Inc","Public authority, state, government",1.8699999999999999
"United Airlines Holdings, Inc",Venture capital,0.51
United Parcel Service Inc,Bank,21.74
United Parcel Service Inc,Corporate,7.000000000000001
United Parcel Service Inc,Financial company,8.010000000000002
United Parcel Service Inc,"Foundation, research Institute",0.48
United Parcel Service Inc,Insurance company,1.8
United Parcel Service Inc,"Mutual and pension fund, nominee, trust, trustee",1.1800000000000002
United Parcel Service Inc,One or more named individuals or families,1.9700000000000002
United Parcel Service Inc,"Public authority, state, government",1.48
Unitedhealth Group Inc.,Bank,36.72999999999996
Unitedhealth Group Inc.,Corporate,22.83
Unitedhealth Group Inc.,Financial company,12.510000000000002
Unitedhealth Group Inc.,"Foundation, research Institute",0.23
Unitedhealth Group Inc.,Hedge fund,0.32
Unitedhealth Group Inc.,Insurance company,3.3
Unitedhealth Group Inc.,"Mutual and pension fund, nominee, trust, trustee",2.7699999999999996
Unitedhealth Group Inc.,Private equity firm,0.32999999999999996
Unitedhealth Group Inc.,"Public authority, state, government",3.0300000000000002
Unitedhealth Group Inc.,Venture capital,0.12
Universal Health Services Inc,Bank,34.7
Universal Health Services Inc,Corporate,17.110000000000003
Universal Health Services Inc,Financial company,20.78
Universal Health Services Inc,Hedge fund,0.5800000000000001
Universal Health Services Inc,Insurance company,4.0
Universal Health Services Inc,"Mutual and pension fund, nominee, trust, trustee",5.920000000000001
Universal Health Services Inc,One or more named individuals or families,0.0
Universal Health Services Inc,Private equity firm,1.52
Universal Health Services Inc,"Public authority, state, government",3.0699999999999994
Universal Health Services Inc,Venture capital,0.1
Unum Group Inc.,Bank,34.32
Unum Group Inc.,Corporate,22.38
Unum Group Inc.,Financial company,21.840000000000003
Unum Group Inc.,Hedge fund,0.27
Unum Group Inc.,Insurance company,4.41
Unum Group Inc.,"Mutual and pension fund, nominee, trust, trustee",8.129999999999999
Unum Group Inc.,Private equity firm,1.2
Unum Group Inc.,"Public authority, state, government",3.62
Unum Group Inc.,Venture capital,0.15
Us Bancorp,Bank,26.279999999999994
Us Bancorp,Corporate,7.34
Us Bancorp,Financial company,12.319999999999997
Us Bancorp,Insurance company,13.700000000000003
Us Bancorp,"Mutual and pension fund, nominee, trust, trustee",2.01
Us Bancorp,Private equity firm,1.25
Us Bancorp,"Public authority, state, government",2.49
Us Bancorp,Self ownership,0.74
Us Bancorp,Venture capital,0.1
Valero Energy Corp,Bank,37.370000000000005
Valero Energy Corp,Corporate,10.11
Valero Energy Corp,Financial company,18.160000000000004
Valero Energy Corp,Insurance company,4.87
Valero Energy Corp,"Mutual and pension fund, nominee, trust, trustee",2.8499999999999996
Valero Energy Corp,One or more named individuals or families,0.3
Valero Energy Corp,Private equity firm,0.6
Valero Energy Corp,"Public authority, state, government",2.96
Valero Energy Corp,Venture capital,0.79
Verizon Communications Inc,Bank,30.83
Verizon Communications Inc,Corporate,8.98
Verizon Communications Inc,Financial company,11.409999999999998
Verizon Communications Inc,Insurance company,2.58
Verizon Communications Inc,"Mutual and pension fund, nominee, trust, trustee",2.1
Verizon Communications Inc,Private equity firm,0.32
Verizon Communications Inc,"Public authority, state, government",3.1000000000000005
Verizon Communications Inc,Venture capital,0.12
Viacomcbs Inc.,Bank,35.04999999999998
Viacomcbs Inc.,Corporate,26.130000000000006
Viacomcbs Inc.,Financial company,17.57
Viacomcbs Inc.,Insurance company,2.34
Viacomcbs Inc.,"Mutual and pension fund, nominee, trust, trustee",3.630000000000001
Viacomcbs Inc.,Private equity firm,0.76
Viacomcbs Inc.,"Public authority, state, government",2.69
Viacomcbs Inc.,Venture capital,0.74
Visa Inc,Bank,22.319999999999997
Visa Inc,Corporate,6.66
Visa Inc,Financial company,4.990000000000001
Visa Inc,Hedge fund,0.14
Visa Inc,Insurance company,4.04
Visa Inc,"Mutual and pension fund, nominee, trust, trustee",3.4700000000000006
Visa Inc,Private equity firm,0.11
Visa Inc,"Public authority, state, government",1.9500000000000002
Visa Inc,Venture capital,0.11
Vistra Corp,Bank,30.06
Vistra Corp,Corporate,28.059999999999995
Vistra Corp,Financial company,25.39000000000001
Vistra Corp,Hedge fund,0.9400000000000001
Vistra Corp,Insurance company,4.040000000000001
Vistra Corp,"Mutual and pension fund, nominee, trust, trustee",6.060000000000001
Vistra Corp,Private equity firm,3.73
Vistra Corp,"Public authority, state, government",2.54
Vistra Corp,Venture capital,1.03
Walmart Inc.,Bank,12.02
Walmart Inc.,Corporate,2.52
Walmart Inc.,Financial company,6.06
Walmart Inc.,"Foundation, research Institute",0.41
Walmart Inc.,Insurance company,1.28
Walmart Inc.,"Mutual and pension fund, nominee, trust, trustee",0.98
Walmart Inc.,One or more named individuals or families,50.66
Walmart Inc.,"Public authority, state, government",0.44
Walt Disney Company (The),Bank,29.589999999999993
Walt Disney Company (The),Corporate,6.279999999999999
Walt Disney Company (The),Financial company,11.190000000000001
Walt Disney Company (The),"Foundation, research Institute",0.11
Walt Disney Company (The),Insurance company,4.52
Walt Disney Company (The),"Mutual and pension fund, nominee, trust, trustee",2.17
Walt Disney Company (The),Private equity firm,0.49
Walt Disney Company (The),"Public authority, state, government",2.3799999999999994
Waste Management Inc,Bank,34.93999999999999
Waste Management Inc,Corporate,7.51
Waste Management Inc,Financial company,13.179999999999998
Waste Management Inc,"Foundation, research Institute",4.41
Waste Management Inc,Insurance company,2.42
Waste Management Inc,"Mutual and pension fund, nominee, trust, trustee",2.8699999999999997
Waste Management Inc,Private equity firm,0.76
Waste Management Inc,"Public authority, state, government",3.1899999999999995
Waste Management Inc,Venture capital,3.56
Wells Fargo & Company,Bank,22.53000000000001
Wells Fargo & Company,Corporate,8.780000000000001
Wells Fargo & Company,Financial company,12.019999999999998
Wells Fargo & Company,Insurance company,6.38
Wells Fargo & Company,"Mutual and pension fund, nominee, trust, trustee",2.8600000000000003
Wells Fargo & Company,Private equity firm,0.5
Wells Fargo & Company,"Public authority, state, government",2.23
Western Digital Corp,Bank,43.079999999999984
Western Digital Corp,Corporate,13.29
Western Digital Corp,Financial company,15.08
Western Digital Corp,Hedge fund,0.11
Western Digital Corp,Insurance company,2.46
Western Digital Corp,"Mutual and pension fund, nominee, trust, trustee",5.589999999999999
Western Digital Corp,One or more named individuals or families,1.05
Western Digital Corp,Private equity firm,0.24
Western Digital Corp,"Public authority, state, government",2.49
Western Digital Corp,Venture capital,0.22
Whirlpool Corp,Bank,33.420000000000016
Whirlpool Corp,Corporate,17.94
Whirlpool Corp,Financial company,36.85
Whirlpool Corp,Insurance company,3.39
Whirlpool Corp,"Mutual and pension fund, nominee, trust, trustee",7.5200000000000005
Whirlpool Corp,"Public authority, state, government",2.7699999999999996
Whirlpool Corp,Venture capital,0.11
World Fuel Services Corp,Bank,45.62999999999999
World Fuel Services Corp,Corporate,19.839999999999996
World Fuel Services Corp,Financial company,19.98
World Fuel Services Corp,Insurance company,2.23
World Fuel Services Corp,"Mutual and pension fund, nominee, trust, trustee",9.1
World Fuel Services Corp,One or more named individuals or families,0.0
World Fuel Services Corp,Private equity firm,0.5
World Fuel Services Corp,"Public authority, state, government",3.38
World Fuel Services Corp,Venture capital,1.03
Xcel Energy Inc.,Bank,38.53999999999999
Xcel Energy Inc.,Corporate,10.999999999999998
Xcel Energy Inc.,Financial company,18.990000000000002
Xcel Energy Inc.,Insurance company,3.47
Xcel Energy Inc.,"Mutual and pension fund, nominee, trust, trustee",2.38
Xcel Energy Inc.,Private equity firm,0.11
Xcel Energy Inc.,"Public authority, state, government",1.77
Xcel Energy Inc.,Venture capital,0.8
"Xpo Logistics, Inc.",Bank,19.549999999999997
"Xpo Logistics, Inc.",Corporate,36.76000000000001
"Xpo Logistics, Inc.",Financial company,13.25
"Xpo Logistics, Inc.","Foundation, research Institute",18.83
"Xpo Logistics, Inc.",Hedge fund,1.6
"Xpo Logistics, Inc.",Insurance company,3.3200000000000003
"Xpo Logistics, Inc.","Mutual and pension fund, nominee, trust, trustee",7.31
"Xpo Logistics, Inc.",Private equity firm,0.14
"Xpo Logistics, Inc.","Public authority, state, government",2.87
"Xpo Logistics, Inc.",Venture capital,1.12
